commentId,parentCommentId,articleId,subject,daumName,childCount,recommendCount,disagreeCount,status,regDate,content,isParent,isBest
16538832,0,54062,헬로 브리 57화 고동(6),이시영,2,456,0,S,2018-07-22 00:07:40,음주운전하면 자신도 힘들 뿐 아니라 피해자도 상처입습니다. 유념하시고 목숨보다 귀한건 없으니 꼭 대리운전  불러서 안전하게 귀가하세요.  ,True,True
16642424,16538832,54062,헬로 브리 57화 고동(6),꾸기만 보여s by여니누나,0,0,0,S,2018-08-21 02:08:19,맞아요 음주가 가장 위험한 살인자입니다ㅜㅜ,False,False
16638014,16538832,54062,헬로 브리 57화 고동(6),허도현,0,0,0,S,2018-08-19 19:46:48,음주운전 하는사람들 이해 할 수 가 없음..,False,False
16538804,0,54062,헬로 브리 57화 고동(6),이소정,0,370,0,S,2018-07-22 00:06:02,"미친..술먹고 운전하다니 제정신인가..
쳐놓고 죄송하다니..
할머니ㅜㅜ",True,True
16677090,0,54062,헬로 브리 57화 고동(6),dkapslfm,0,0,0,S,2018-08-30 03:10:09,ㅋㅋㅋ사죄하려는 척 도망 실화냨ㅋㅋㅋㅋㅋㅋ저런 사람이 나랑 함께 숨을 쉬고 있다는 사실이 역겹;;정말 말이 안나온다 에효,True,False
16667089,0,54062,헬로 브리 57화 고동(6),StoryWriter,0,0,0,S,2018-08-27 10:41:27,&#x27;음주&#x27;운전으로 인한 뺑소니라 혹여나 무무가 상처받을까봐 그게 더 걱정...,True,False
16663889,0,54062,헬로 브리 57화 고동(6),하늘가장높은곳의별구름,0,0,0,S,2018-08-26 11:42:27,할머니 괜찮으시길 ㅜㅜ,True,False
16660442,0,54062,헬로 브리 57화 고동(6),쭈아,0,0,0,S,2018-08-25 14:09:01,친구도 뺑소니에... 일찍 보냈는데....하 . . .,True,False
16640183,0,54062,헬로 브리 57화 고동(6),beside99,0,0,0,S,2018-08-20 12:49:01,진짜 음주운전 하는새끼들은 무슨 생각으로 사는거지,True,False
16637705,0,54062,헬로 브리 57화 고동(6),예린,0,0,0,S,2018-08-19 17:00:16,"아이고 무무야........
뺑소니.. 하.. 술마시고.. 그런놈들은 다 죽어야되요 진짜",True,False
16636951,0,54062,헬로 브리 57화 고동(6),LoVeLy민경,0,0,0,S,2018-08-19 10:14:14,"아놔 ㅠㅠㅠㅠㅠㅠㅠ
전부터 느낀거지만ㅋㅋㅋ아니
처음부터 느낀거지만 
무무 너무 귀여운거 아닙니까?!!!!!
무무 갖고.....싶....흠흠
무무는 사랑입니다????????????",True,False
16635804,0,54062,헬로 브리 57화 고동(6),건밀,0,0,0,S,2018-08-19 00:35:09,오히려 술 마시고 하는 운전 사고는 원래 죄 보다 2배를 물어야한다고 생각합니다.. 휴;;,True,False
16633478,0,54062,헬로 브리 57화 고동(6),또바기,0,0,0,S,2018-08-18 05:13:13,"술먹고 운전대를 잡는 다는 거 자체가 이해가 안가네요..
아니 이해를 하는게 말이 안되죠
어떻게 술을 먹고 운전대를 잡고 운전을 할 생각을 할까요??
그건 대 놓고 다른사람들에게 피해를 준다는것인데
술먹고 음주운전이나 폭력이나 등등 사고를 크게 치신분들 살인죄 제대로 적용해서 벌 줘야 한다고 생각합니다.
사정이 어떻든 술먹고 사고를 치시면 거기에 대한 합당한 대가를 치르시는게 맞죠",True,False
16631367,0,54062,헬로 브리 57화 고동(6),닉네임,0,0,0,S,2018-08-17 16:40:52,작가님..  제에발 인형으로 제작해주세요.. 제에발요... ,True,False
16619907,0,54062,헬로 브리 57화 고동(6),정현주,0,0,0,S,2018-08-14 07:10:36,할머니ㅜㅜ 이렇게 가신 줄은..ㅜㅜ,True,False
16617535,0,54062,헬로 브리 57화 고동(6),천진,0,0,0,S,2018-08-13 16:35:25,음주운전은 진짜 ‘나 오늘 사람 하나 죽일거에요~’ 하고 암묵적 동의하고 차 끄는거잖아! 살인죄적용해야지 당연. 술 취해서 심신미약? 말 같지도 않은 소리해서 주둥이랑 사지가 찢어져봐야 정신차리려나? 아 진짜 화난다.. 할머니 어떡해 ㅠㅠ,True,False
16617316,0,54062,헬로 브리 57화 고동(6),린아,0,0,0,S,2018-08-13 14:39:26,나이드셔서 안나오시는줄알았더니 뺑소니...ㅂㄷㅂㄷ 음주운전은 여러사람을 망가트리는 살인입니다 살인자입니다 그러니 돈내고 대리운전하시거나 택시타고 집 귀가하세요.,True,False
16617303,0,54062,헬로 브리 57화 고동(6),린아,0,0,0,S,2018-08-13 14:37:07,뺑소니 음주운전 진짜 죽여야한다 죽으려면 혼자 죽어요 왜 다른사람을 치고 그 가정을 주변을 다 엉망으로 만들어요. 그리고 자살하려고 차에 뛰어드는 사람도 혼자죽으세요. 운전자는 무슨 죄입니까 죽으면 평생 그 일은 못잊을텐데,True,False
16617000,0,54062,헬로 브리 57화 고동(6),dark,0,0,0,S,2018-08-13 12:32:28,할머니 어떻게되는거에요 ㅜㅜ,True,False
16616751,0,54062,헬로 브리 57화 고동(6),레몬소다,0,0,0,S,2018-08-13 10:53:13,안돼..할머니...,True,False
16615919,0,54062,헬로 브리 57화 고동(6),Owi A ni,0,0,0,S,2018-08-13 02:52:13,"나는 담배로 인해 사망광고보다 술로인한 사건사고를 더 경각시켜야 한다 본다
성범죄 폭행 살인(음주운전
담배보단 술이 더 사람을 많이 죽인다",True,False
16615814,0,54062,헬로 브리 57화 고동(6),aa,0,0,0,S,2018-08-13 02:17:04,"음주 운전=살인 미수
음주 운전으로 인한 교통 사고로 보행자 사망=살인
일맥상통 하는 거 아닌가요? 벌금+면허 정지, 취소같은 단순 처벌이 아니라 더욱 강력한 처벌이 필요하다고 늘 생각하지만 법은 바뀌지 않네요...8ㅅ8
더 화나는 건 대부분의 사고에서 가해자는 멀쩡하게 살아 남고, 피해자의 피해만 크다는 거..ㅜ",True,False
16615614,0,54062,헬로 브리 57화 고동(6),체리아루,0,0,0,S,2018-08-13 01:32:19,"와 음주운전이면서 뺑소니에  콩밥먹기싫어서 튀려고 했다고?!
ㅁㅊ....나같아도 화내겠다.
미친거아냐..  저 음주운전 하나로 
사람의목숨을 빼앗아 갈수도 있으니
제발 음주운전은 좀 하지맙시다.
당신들이 죽을수도 있어요...
왜해?  걍 대리운전 불러서 하든가...
당신들  때문에 무고한시민이 죽을수도있다고요...ㅁㅊㄴ",True,False
16614497,0,54062,헬로 브리 57화 고동(6),민주중천일,0,0,0,S,2018-08-12 21:58:03,헐 뭐임??이렇게 끝내심??ㅠㅜ,True,False
16614350,0,54062,헬로 브리 57화 고동(6),지은,0,0,0,S,2018-08-12 20:52:59,"술먹고 운전하는건 자기 포함 다 피해라구...
진짜 미친거 아니면 이런짓좀 하지 맙시다ㅜ
음주운전이라니 미쳤네",True,False
16614339,0,54062,헬로 브리 57화 고동(6),양갱,0,0,0,S,2018-08-12 20:49:26,"술먹고 운전을 하다니 돌았구나 정말, 잘 살고 있던 사람 가정에 그 주변까지 망쳐놓고 죄송합니다 한 마디면 끝나버리는거야? 진짜 음주운전자들 ., 아효 적기도 싫다 지들이 뭘 잘못했는지는 알려나",True,False
16614300,0,54062,헬로 브리 57화 고동(6),언제나졸리,0,0,0,S,2018-08-12 20:37:13,모란 병원..성남 인가욧??,True,False
16614096,0,54062,헬로 브리 57화 고동(6),nanee,0,0,0,S,2018-08-12 19:07:19,술먹고 사고치면 제정신이 아닌게 아니라 본성이 나타나는 순간인듯..ㅠ,True,False
